#Key+A955,String,Size,Notes
TECHDESC_XNC_SubTrk,"Allows you to take full control of a Tarka culture, which not only allows new possibilities in assimilation but also allows you a chance to absorb much weaker Tarka empires into your own without firing a shot."
TECHNAME_XNC_AccTrk,Accommodate Tarka
TECHDESC_XNC_AccTrk,"Complete understanding of Tarkasian physiology coupled with the social sciences allows you to integrate the life support needs of the Tarka seamlessly into your culture without disrupting your own citizens, thus removing the need to take into account planetary hazard ratings for them."
TECHNAME_XNC_ProfTrk,Proliferate Tarka
TECHDESC_XNC_ProfTrk,This technology makes your worlds and culture more hospitable to Tarka and gives them the ability to spontaneously attract Tarkasian civilian populations as well as increasing the overall alien population limit on all your worlds.
TECHNAME_XNC_TrnsLir2,Translate SteelSong
TECHDESC_XNC_TrnsLir2,"This deeper understanding of this race's common language allows you to communicate directly with all aspects of their society, and allows you to form NAP/Alliance agreements with them."
TECHNAME_XNC_IncLir,Incorporate Liir
TECHDESC_XNC_IncLir,"With deeper study, members of this species living in enclaves on your worlds can be fully incorporated into your society. This allows them to be a fully functional portion of your civilian society on any given world."
TECHNAME_XNC_AdctLir,Addict Liir
TECHDESC_XNC_AdctLir,"Intimate knowledge of this alien species coupled with expanding experience in bio-weapons research allows for the development of a variety of highly addictive chemical products designed specifically for the Liir species and to which they have very little resistance. This results in a large bonus for trade routes into Liir space, and a slow decline in Liir production due to addiction problems as well as an increased chance of planetary surrender."
TECHNAME_XNC_TempLir,Liir Temperance
TECHDESC_XNC_TempLir,This development is in response to a dependency spreading though the Liir portions of the empire. Temperance is social and biochemical response to negate to the effect of these dependencies entering from other empires.
TECHNAME_XNC_TrnsLir3,MetaConcert
TECHDESC_XNC_TrnsLir3,This deeper understanding of this race's highest governmental and scientific language allows you to access the deepest levels of Liir culture and government. With this level of language you can create Science Missions to teach aspects of technology that would otherwise be lost to this race as well as try to force a planetary surrender in the face of overwhelming power.
TECHNAME_XNC_SubLir,Subjugate Liir
TECHDESC_XNC_SubLir,"Allows you to take full control of a Liir culture, which not only allows new possibilities in assimilation but also allows you a chance to absorb much weaker Liir empires into your own without firing a shot."
TECHNAME_XNC_AccLir,Accommodate Liir
TECHDESC_XNC_AccLir,"Complete understanding of Liir physiology coupled with the social sciences allows you to integrate the life support needs of the Liir seamlessly into your culture without disrupting your own citizens, thus removing the need to take into account planetary hazard ratings for them."
TECHNAME_XNC_ProfLir,Proliferate Liir
TECHDESC_XNC_ProfLir,This technology makes your worlds and culture more hospitable to Liir and gives them the ability to spontaneously attract Liir civilian populations as well as increasing the overall alien population limit on all your worlds.
TECHNAME_XNC_TrnsZuul2,Interrogate Zuul
TECHDESC_XNC_TrnsZuul2,"This deeper understanding of Zuul communications and Dominance protocols allows you to interact more deeply with Zuul culture, with less risk, allowing you to form NAP/Alliance agreements with them."
TECHNAME_XNC_DomZuul,Dominate Zuul
TECHDESC_XNC_DomZuul,This deepest understanding of Zuul communication along with very advanced artificial psionic communication equipment allows you to subvert and impress the deepest levels of Zuul culture and government. With this level of language you can create Science Missions to teach aspects of technology that would otherwise be lost to this race as well as try to force a planetary surrender in the face of overwhelming power.
TECHNAME_XNC_SubZuul,Subjugate Zuul
TECHDESC_XNC_SubZuul,"Allows you to take full control of a Zuul culture, which not only allows new possibilities in assimilation but also allows you a chance to absorb much weaker Zuul empires into your own without firing a shot."
TECHNAME_CCC_TrnsMorr,Translate Trade Creole
TECHDESC_CCC_TrnsMorr,"Allows you to translate basic communications from Morrigi players, form Ceasefire agreements and establish trade routes with them. Also provides a 15% bonus to all Xeno-culture research."
TECHNAME_XNC_TrnsMorr2,Translate Female Dialect
TECHDESC_XNC_TrnsMorr2,"This deeper understanding of this race's common language allows you to communicate directly with all aspects of their society, and allows you to form NAP/Alliance agreements as well as establish trade routes with them."
TECHNAME_XNC_IncMorr,Incorporate Morrigi
TECHDESC_XNC_IncMorr,"With deeper study, members of this species living in enclaves on your worlds can be fully incorporated into your society. This allows them to be a fully functional portion of your civilian society on any given world."
TECHNAME_XNC_AdctMorr,Addict Morrigi
TECHDESC_XNC_AdctMorr,"Intimate knowledge of this alien species coupled with expanding experience in bio-weapons research allows for the development of a variety of highly addictive chemical products designed specifically for the Morrigi species and to which they have very little resistance. This results in a large bonus for trade routes into Morrigi space, and a slow decline in Morrigi production due to addiction problems as well as an increased chance of planetary surrender."
TECHNAME_XNC_TempMorr,Morrigi Temperance
TECHDESC_XNC_TempMorr,This development is in response to a dependency spreading though the Morrigi portions of the empire. Temperance is social and biochemical response to negate to the effect of these dependencies entering from other empires.
TECHNAME_XNC_TrnsMorr3,Translate Ancient Morrigi
TECHDESC_XNC_TrnsMorr3,This deeper understanding of this race's highest governmental and scientific language allows you to access the deepest levels of Morrigi culture and government. With this level of language you can create Science Missions to teach aspects of technology that would otherwise be lost to this race as well as try to force a planetary surrender in the face of overwhelming power. Aspects of Ancient Morrigi also allow you circumvent Colony and Asteroid Traps as well as make taking control of Asteroid Monitors much easier.
TECHNAME_XNC_SubMorr,Subjugate Morrigi
TECHDESC_XNC_SubMorr,"Allows you to take full control of a Morrigi culture, which not only allows new possibilities in assimilation but also allows you a chance to absorb much weaker Morrigi empires into your own without firing a shot."
TECHNAME_XNC_AccMorr,Accommodate Morrigi
TECHDESC_XNC_AccMorr,"Complete understanding of Morrigi physiology coupled with the social sciences allows you to integrate the life support needs of the Morrigi seamlessly into your culture without disrupting your own citizens, thus removing the need to take into account planetary hazard ratings for them."
TECHNAME_XNC_ProfMorr,Proliferate Morrigi
TECHDESC_XNC_ProfMorr,This technology makes your worlds and culture more hospitable to Morrigi and gives them the ability to spontaneously attract Morrigi civilian populations as well as increasing the overall alien population limit on all your worlds.

SECTIONNAME_Turret_DF_1x,DF Turret
SECTIONNAME_Turret_DF_2x,Dual DF Turret
SECTIONNAME_Turret_Small_1x,Small Turret
SECTIONNAME_Turret_Small_2x,Dual Small Turret
SECTIONNAME_Turret_Medium_1x,Medium Turret
SECTIONNAME_Turret_Medium_2x,Dual Medium Turret
SECTIONNAME_Turret_Large_1x,Large Turret
SECTIONNAME_Turret_Large_2x,Dual Large Turret
SECTIONNAME_Turret_Huge_1x,Huge Turret
SECTIONNAME_Turret_Huge_3x,Triple Huge Turret
SECTIONNAME_Turret_PD,Point Defense Turret
SECTIONNAME_Turret_Projector,Projector Turret
SECTIONNAME_Turret_Missile_Small,Small Missile Turret
SECTIONNAME_Turret_Missile_Medium,Medium Missile Turret
SECTIONNAME_Turret_Missile_Large,Large Missile Turret
SECTIONNAME_Turret_Missile_Huge,Huge Missile Turret

SECTIONNAME__Asteroid_Monitor,Neo-Monitor

SECTIONNAME_DEFissionS-Node,"Sympatic Node Ring, Fission"
SECTIONNAME_DEPulsedFissionS-Node,"Sympatic Node Ring, Pulsed Fission"
SECTIONNAME_DEFusionS-Node,"Sympatic Node Ring, Fusion"
SECTIONNAME_DEAntimatterS-Node,"Sympatic Node Ring, Antimatter"
SECTIONNAME_CRFissionS-Node,"Sympatic Node Ring, Fission"
SECTIONNAME_CRPulsedFissionS-Node,"Sympatic Node Ring, Pulsed Fission"
SECTIONNAME_CRFusionS-Node,"Sympatic Node Ring, Fusion"
SECTIONNAME_CRAntimatterS-Node,"Sympatic Node Ring, Antimatter"
SECTIONNAME_DNFusionS-Node,"Sympatic Node Ring, Fusion"
SECTIONNAME_DNAntimatterS-Node,"Sympatic Node Ring, Antimatter"
SECTIONNAME_DEFissionR-Node,"Resonant Node Ring, Fission"
SECTIONNAME_DEPulsedFissionR-Node,"Resonant Node Ring, Pulsed Fission"
SECTIONNAME_DEFusionR-Node,"Resonant Node Ring, Fusion"
SECTIONNAME_DEAntimatterR-Node,"Resonant Node Ring, Antimatter"
SECTIONNAME_CRFissionR-Node,"Resonant Node Ring, Fission"
SECTIONNAME_CRPulsedFissionR-Node,"Resonant Node Ring, Pulsed Fission"
SECTIONNAME_CRFusionR-Node,"Resonant Node Ring, Fusion"
SECTIONNAME_CRAntimatterR-Node,"Resonant Node Ring, Antimatter"
SECTIONNAME_DNFusionR-Node,"Resonant Node Ring, Fusion"
SECTIONNAME_DNAntimatterR-Node,"Resonant Node Ring, Antimatter"
SECTIONNAME_DEFusionH-Node,"Harmonic Node Ring, Fusion"
SECTIONNAME_DEAntimatterH-Node,"Harmonic Node Ring, Antimatter"
SECTIONNAME_CRFusionH-Node,"Harmonic Node Ring, Fusion"
SECTIONNAME_CRAntimatterH-Node,"Harmonic Node Ring, Antimatter"
SECTIONNAME_DNFusionH-Node,"Harmonic Node Ring, Fusion"
SECTIONNAME_DNAntimatterH-Node,"Harmonic Node Ring, Antimatter"

SECTIONDESC_CRAntimatterS-Node,"Using Super-string theory, the node ring drive allows a ship to access a gravitational string nexus and travel faster than light to another star. This travel is faster than light but is restricted to the natural string connections between gravity nodes and these may or may not be close by in terms of the regular fabric of space-time."
SECTIONDESC_CRFissionS-Node,"Using Super-string theory, the node ring drive allows a ship to access a gravitational string nexus and travel faster than light to another star. This travel is faster than light but is restricted to the natural string connections between gravity nodes and these may or may not be close by in terms of the regular fabric of space-time."
SECTIONDESC_CRFusionS-Node,"Using Super-string theory, the node ring drive allows a ship to access a gravitational string nexus and travel faster than light to another star. This travel is faster than light but is restricted to the natural string connections between gravity nodes and these may or may not be close by in terms of the regular fabric of space-time."
SECTIONDESC_DEAntimatterS-Node,"Using Super-string theory, the node ring drive allows a ship to access a gravitational string nexus and travel faster than light to another star. This travel is faster than light but is restricted to the natural string connections between gravity nodes and these may or may not be close by in terms of the regular fabric of space-time."
SECTIONDESC_DEFissionS-Node,"Using Super-string theory, the node ring drive allows a ship to access a gravitational string nexus and travel faster than light to another star. This travel is faster than light but is restricted to the natural string connections between gravity nodes and these may or may not be close by in terms of the regular fabric of space-time."
SECTIONDESC_DEFusionS-Node,"Using Super-string theory, the node ring drive allows a ship to access a gravitational string nexus and travel faster than light to another star. This travel is faster than light but is restricted to the natural string connections between gravity nodes and these may or may not be close by in terms of the regular fabric of space-time."
SECTIONDESC_DNAntimatterS-Node,"Using Super-string theory, the node ring drive allows a ship to access a gravitational string nexus and travel faster than light to another star. This travel is faster than light but is restricted to the natural string connections between gravity nodes and these may or may not be close by in terms of the regular fabric of space-time."
SECTIONDESC_DNFusionS-Node,"Using Super-string theory, the node ring drive allows a ship to access a gravitational string nexus and travel faster than light to another star. This travel is faster than light but is restricted to the natural string connections between gravity nodes and these may or may not be close by in terms of the regular fabric of space-time."
